total_calories,meal_title
208.233475,"olive oil, avocado and bulgur"
782.096008,"asparagus, white rice and oatmeal"
369.364288,"beef, chicken and olives"
549.02002,"nuts, beef and potatoes"
481.169434,"salmon, avocado and beef"
108.939995,"cheese, avocado and tomatoes"
451.635986,"eggs, chicken apple sausage, yam and berries"
209.595428,beef and cauliflower
173.690002,"shrimp, oatmeal and bean(seed)"
193.459991,"chicken apple sausage, grapes and roasted potatoes"
183.955994,"sausage, potatoes and berries"
837.147766,"scrambled eggs, turkey bacon and olive oil"
766.626526,"chicken thighs, cheese and tortilla"
135.804001,scrambled eggs and avocado
96.049995,"banana, cantaloupe and broccoli"
263.870972,"scrambled eggs, yam, broccoli and olive oil"
792.680847,"cheese pizza, beef, fried rice, chicken and olive oil"
150.23053,"roasted potatoes, olive oil, eggplant and mixed greens"
73.879166,"chicken, olive oil and mixed greens"
751.541992,almonds and apple
39.360001,carrot
286.933777,"olive oil, fish, cauliflower, squash and lentils"
284.690002,"scrambled eggs, roasted potatoes, bacon and cheese"
66.25,"tofu, orange and kiwi"
510.544769,"hash browns, olive oil and bacon"
96.681755,"kale, green beans, olive oil and chard"
473.953308,"chicken, roasted potatoes, olive oil and broccoli"
78.457687,"olive oil, eggplant, arugula and walnuts"
365.517456,"pork, chicken breast and parmesan cheese"
319.490448,"beef, caesar salad and cauliflower"
511.396118,"egg whites, yam, olive oil, sweet potato and salsa"
265.855438,"chicken, olive oil and mushroom"
73.872749,"caesar salad, green beans and olive oil"
571.183777,"salmon, olive oil and brown rice"
219.529907,"roasted potatoes, chicken and cauliflower"
197.705719,"olive oil, egg whites, berries and broccoli"
349.389069,"steak, olive oil and figs"
460.055023,"chicken, feta cheese and broccoli"
555.932739,"pork, olive oil, fish and honeydew melons"
379.96991,pepperoni pizza and chicken breast
92.75,"olives, ham and orange"
319.237152,"pizza, fish, olive oil and quinoa"
127.970001,"olives, carrot and cherry tomatoes"
41.33675,green beans and olive oil
67.643532,"cantaloupe, caesar salad and eggplant"
501.884644,"egg whites, scrambled eggs, sweet potato, grapes and watermelon"
113.057968,olive oil and mixed greens
226.869995,"noodles, apple and broccoli"
457.711121,"beef, fish, olive oil, lentils and vinaigrette"
213.164108,"chicken, roasted potatoes, white rice and olive oil"
556.263916,"biscuits, bacon, yam and olive oil"
237.639999,"berries, grapes and pineapple"
436.337067,"egg whites, sweet potato, cantaloupe, salsa and pineapple"
282.477234,quinoa and cauliflower
200.949997,"pepperoni pizza, caesar salad and broccoli"
379.179016,"chicken, roasted potatoes and olive oil"
458.716125,"egg whites, yam, olive oil, sweet potato and watermelon"
612.990295,"tuna, salmon, olives and carrot"
44.459999,berries
813.452026,"beef, pizza and olive oil"
289.369995,bacon and berries
139.720078,tofu and olive oil
65.269997,"olives, carrot and onions"
605.507202,"tempeh, olive oil and chickpeas"
372.167999,sausage
451.235687,"chicken, roasted potatoes and olive oil"
260.979767,"olive oil, tofu, fish, carrot and arugula"
203.869995,pizza and berries
476.337524,"salmon, wheat berry, olive oil and brown rice"
309.145813,"bacon, granola, vinaigrette and mixed greens"
148.089218,chicken and cream
341.852448,"ground turkey, corn on the cob, kale and parmesan cheese"
421.617584,"bacon, egg whites, granola and vinaigrette"
229.416016,bread and noodles
401.215424,"chicken, roasted potatoes and olive oil"
330.734009,almonds and apple
76.090004,"ham, orange and broccoli"
525.973816,quinoa and white rice
447.893616,"pepperoni pizza, chicken breast and olive oil"
142.449997,"ham, tofu and broccoli"
205.212921,"olive oil, quinoa, arugula and pecans"
137.238892,"pork, cantaloupe, caesar salad, olive oil and eggplant"
184.990005,"chicken, avocado, mixed greens and onions"
36.279591,"turnips, broccoli, olive oil, squash and zucchini"
179.563156,"chicken, olive oil and bok choy"
276.119995,scrambled eggs and sweet potato
146.875183,"olive oil, pumpkin seeds, arugula and mixed greens"
309.269989,"scrambled eggs, yam, olive oil, sweet potato and egg whites"
112.960785,"olive oil, brussels sprouts and bulgur"
427.712158,"chicken, carrot, olives and onions"
97.089996,sweet potato and berries
860.101868,"salmon, chicken, chicken salad and olive oil"
132.178085,"quinoa, olive oil and brown rice"
252.613922,"olive oil, wheat berry and green beans"
699.320068,"sausage, almonds and grapes"
51.465488,"carrot, eggplant and olive oil"
303.099365,"steak, couscous and caesar salad"
249.85202,"parmesan cheese, avocado and mixed greens"
351.583435,"wild rice, fish, olive oil, broccoli and corn"
211.92131,"pork, white rice and olive oil"
462.933777,"pork, fish, honeydew melons, olive oil and country rice"
576.704529,"tuna, salmon, olives and carrot"
357.152008,cheese pizza and tofu
670.170288,steak and chicken
307.944977,cheese pizza and olives
248.566406,"tofu, greek salad and olive oil"
354.399445,"avocado, chicken, olive oil and millet"
427.435638,chicken and olive oil
540.820007,steak and mixed greens
83.673561,"olive oil, figs, brussels sprouts and mustard greens"
294.47345,steak and wheat berry
514.112061,"olive oil, fish, corn on the cob, wheat berry and arugula"
1003.948853,"chicken, beef, olive oil and tofu"
89.376663,"fish, olive oil, white rice and ketchup"
460.579987,chicken and avocado
207.429993,"chicken, broccoli and spinach (raw)"
297.779602,"fish, olive oil and white beans"
48.244003,olive oil and mixed greens
787.709961,chicken and avocado
182.258301,"chicken, vinaigrette and olive oil"
757.505066,"steak, cookies, chicken, roasted potatoes and cauliflower"
326.32962,"cheese pizza, chicken, beef and roasted potatoes"
291.309021,"waffles, tofu and egg whites"
190.309982,"apple, white rice, carrot and cantaloupe"
304.366852,"cheese pizza, chicken, country rice and olive oil"
130.839996,chicken salad and olives
467.054993,"waffles, sausage, tofu and egg whites"
498.620026,grilled chicken and carrot
222.530014,wild rice
470.086212,"pepperoni pizza, roasted potatoes, tofu, rice noodles and caesar salad"
195.761993,brownies
254.657333,"fish, olive oil, caesar salad, tomatoes and quinoa"
376.976868,"chicken apple sausage, yam, egg whites, chia seeds and sweet potato"
237.364014,"pears, berries and orange"
33.345001,chayote squash and zucchini
1006.917969,"olive oil, chicken, parmesan cheese, olives and avocado"
285.042999,"chicken, pork and olive oil"
123.492508,"olive oil, broccoli and spinach (raw)"
215.884918,"olive oil, carrot, almonds and spinach (raw)"
612.350098,"pork, brown rice and olive oil"
95.150002,"tortilla, apple and cauliflower"
97.769997,"olives, lemon and berries"
346.454468,"bulgur, olive oil, carrot and broccoli"
333.850006,nuts
121.679504,"bacon, sweet potato and olive oil"
348.752014,"parmesan cheese, olives, avocado and mixed greens"
455.727905,steak and couscous
352.529205,"quinoa, beef, olive oil, kale and green beans"
103.320847,"olive oil, honeydew melons and pumpkin seeds"
288.27002,"bread, avocado and tomatoes"
379.824005,"sausage, roasted potatoes and berries"
379.380005,"chicken, olives, mixed greens and broccoli"
285.56543,chicken thighs and broccoli
506.603485,"pork, white rice, corn on the cob, fish and olive oil"
495.720032,chicken apple sausage and scrambled eggs
148.115723,"olive oil, egg whites and broccoli"
119.099396,"olive oil, rice noodles and spinach (raw)"
80.220001,bacon and cantaloupe
656.551575,"corn on the cob, pork, cheese pizza, tofu and caesar salad"
377.262177,"salmon, olive oil, broccoli, brown rice and brussels sprouts"
486.296082,"chickpeas, pizza, olive oil and corn on the cob"
398.496124,"berries, sweet potato, grapes, chia seeds and egg whites"
242.804001,"bread, fish and apple"
119.220253,"vinaigrette, cauliflower, eggplant, feta cheese and olive oil"
273.112488,"sausage, granola and vinaigrette"
302.318085,"pepperoni pizza, chicken breast and pork"
510.889587,"cheese pizza, chicken breast and quinoa"
409.334595,"waffles, olive oil, berries and chicken apple sausage"
161.021606,olive oil and berries
327.17804,"sausage, bacon and potatoes"
408.25,"egg whites, yam, olive oil, sweet potato and watermelon"
275.840027,olive oil
443.862976,"corn on the cob, cheese pizza, chicken, olive oil and caesar salad"
235.531006,egg whites and turkey bacon
444.769989,"bacon, scrambled eggs, berries and quinoa"
474.136047,grilled chicken and olives
213.670166,"yam, egg whites, sweet potato, broccoli and olive oil"
386.348969,"chickpeas, pizza and corn on the cob"
454.508362,"berries, chia seeds, sweet potato, egg whites and grapes"
122.332001,"tofu, white rice and asparagus"
50.669998,caesar salad and green beans
88.059998,"tofu, tomatoes and cauliflower"
177.980042,cheese pizza and olive oil
44.25,caesar salad and wheat berry
394.725677,"pork, white rice, sugar and broccoli"
194.226822,"olive oil, arugula and pecans"
587.794006,"scrambled eggs, sausage, bagels, cream cheese and berries"
258.003418,"chicken, beef, pasta, pesto and wheat berry"
245.445801,"pork, chicken breast and white rice"
77.445999,"olives, pineapple and asparagus"
76.748177,"olives, carrot, cherry tomatoes and olive oil"
124.089249,"olive oil, arugula and walnuts"
222.778,"apple, grapes, almonds, carrot and cherry tomatoes"
386.223419,"egg whites, sweet potato, watermelon and olive oil"
397.818726,"roasted potatoes, pizza, caesar salad and rice noodles"
92.725296,potatoes and olive oil
120.058434,"roasted potatoes, cauliflower and eggplant"
438.74292,"pork, olive oil and pineapple"
162.078995,"cheese pizza, pineapple and brussels sprouts"
464.855835,"egg whites, sweet potato, berries, pineapple and cantaloupe"
237.524826,"roasted potatoes, berries, granola and honeydew melons"
490.421692,"egg whites, sweet potato, salsa and olive oil"
1032.31189,"chicken, beef, olive oil and tofu"
93.830536,"olive oil, eggplant and mixed greens"
79.195488,"granola, brussels sprouts, vinaigrette and mixed greens"
564.917969,"chicken, parmesan cheese, olives and avocado"
290.976196,"cheese pizza, beef, parmesan cheese and olives"
362.740021,"tuna, bell peppers, onions and carrot"
94.288544,"olive oil, figs, squash and mustard greens"
214.63649,"cheese pizza, carrot and broccoli"
209.545135,"pork, olive oil and brussels sprouts"
60.040001,sweet potato
39.540001,pineapple and honeydew melons
142.754013,yam and watermelon
321.482025,"chicken thighs, cheese, tortilla and olive oil"
294.427002,"almonds, apple and grapes"
290.70047,quinoa and caesar salad
370.827026,"wild rice, olive oil and chickpeas"
265.662659,"fish, caesar salad, country rice and olive oil"
109.360001,"ham, tortilla and carrot"
552.648376,"fish, olive oil and quinoa"
150.530945,"rice noodles, carrot and olive oil"
317.886017,sausage and olives
192.444122,"olive oil, broccoli and spinach (raw)"
306.229919,"pork, tofu, olive oil and brussels sprouts"
359.240814,"scrambled eggs, olive oil, sausage, potatoes and pineapple"
32.459999,bacon
355.292206,"chicken thighs, fish, olive oil and white beans"
286.210022,"scrambled eggs, berries, pineapple and watermelon"
217.152008,grilled chicken
180.846405,"olive oil, goat cheese, cauliflower, mixed greens and olives"
460.083038,"almonds, pears and mandarin oranges"
410.209686,"pork, pepperoni pizza and olives"
94.309998,potatoes and mandarin oranges
240.542908,"cheese pizza, roasted potatoes, tofu and olive oil"
102.825645,"cauliflower, olive oil, bulgur, chickpeas and kale"
428.194458,chicken thighs and olive oil
214.593262,"olive oil, quinoa, goat cheese, cauliflower and mixed greens"
304.841003,"almonds, apple and cantaloupe"
237.369995,"banana, berries and pineapple"
331.581451,"egg whites, sweet potato, honeydew melons and olive oil"
151.919998,scrambled eggs and cantaloupe
338.179993,"scrambled eggs, bacon, raspberries and cantaloupe"
575.185059,"beef, olive oil, cheese pizza and rice noodles"
576.629456,"brown rice, ground turkey, fish and olive oil"
302.886444,"white rice, chicken thighs, olive oil and brussels sprouts"
668.084106,pizza and beef
937.789368,"sausage, scrambled eggs, bacon and potatoes"
141.419998,"ham, olives and kiwi"
918.175781,"chicken thighs, cheese, salmon, tortilla and caesar salad"
529.817993,"grilled chicken, carrot and onions"
351.886047,"cottage cheese, yam, pineapple, olive oil and watermelon"
107.18,"potatoes, mandarin oranges and strawberries"
213.343475,"chicken, cheese pizza and carrot"
176.712036,"olive oil, quinoa, fish and white beans"
36.209755,broccoli and olive oil
385.333984,"turkey bacon, berries, roasted potatoes and pineapple"
251.04599,"pears, berries, orange and cauliflower"
111.269997,"grapes, mandarin oranges, strawberries and broccoli"
354.945831,"cheese pizza, roasted potatoes, chicken thighs and cauliflower"
68.089996,"banana, tomatoes and apple"
98.208679,"yam, olive oil and sweet potato"
297.929993,"chicken, black beans and mixed greens"
256.551605,"cheese pizza, pineapple, squash, brussels sprouts and olive oil"
88.080002,"olives, carrot, onions and cherry tomatoes"
303.422241,"chicken, olive oil and millet"
255.804886,"berries, sweet potato, egg whites, bacon and olive oil"
95.114838,"berries, granola, honeydew melons, vinaigrette and mixed greens"
69.870003,"ham, carrot and asparagus"
54.444004,"olive oil, green beans and mixed greens"
451.795471,"egg whites, sweet potato, watermelon, grapes and olive oil"
374.775665,"pork, white rice and sugar"
1013.337036,"almonds, sausage and deprecated"
530.551025,almonds and apple
202.445465,"chicken thighs, white rice and caesar salad"
200.725418,"cheese pizza, kale, parmesan cheese and broccoli"
419.475006,biscuits
351.181,almonds and grapes
389.264343,pizza
281.123993,"chicken, parmesan cheese and broccoli"
340.127991,chicken breast and cauliflower
459.643372,tuna salad and squash
202.928879,"scrambled eggs, granola, watermelon, vinaigrette and berries"
685.993896,"chicken thighs, olive oil and chickpeas"
156.962936,"olive oil, squash, arugula, walnuts and kale"
290.28244,"roasted potatoes, olive oil, green beans and mushroom"
760.161926,"cheese pizza, pork and sugar"
378.817108,"salmon, wheat berry, olive oil, brown rice and kale"
312.955017,"almonds, pears, mandarin oranges and strawberries"
595.140015,"chicken breast, cheese pizza and tuna"
343.977386,"scrambled eggs, bacon, chia seeds, greek yogurt and milk"
333.214539,"scrambled eggs, olive oil and strawberries"
209.382294,"chia seeds, egg whites, greek yogurt, milk and strawberries"
191.530792,"chia seeds, greek yogurt, milk, broccoli and olive oil"
600.540405,"bacon, steak, fish and olive oil"
32.936092,carrot and olive oil
271.540009,"almonds, apple, white rice and grapes"
100.539993,apple and cauliflower
231.529999,beef and orange
286.894592,"olive oil, chickpeas and broccoli"
177.003006,frozen yogurt and ice cream cones
124.290001,"tortilla, orange and cauliflower"
1119.280029,"steak, chicken and olive oil"
246.007996,"chicken breast, broccoli and squash"
113.751038,"olive oil, mixed greens and pears"
205.649994,"chicken, avocado and cantaloupe"
55.385956,"olive oil, kale, quinoa and pumpkin seeds"
246.919983,"bagels, egg whites and cream cheese"
493.720886,"cheese pizza, tofu and olive oil"
66.979996,kale and chard
121.741409,"olive oil, chickpeas, bok choy and arugula"
277.639526,"scrambled eggs, strawberries, yam, olive oil and sweet potato"
57.5,"cauliflower, onions and bell peppers"
578.963989,sausage and scrambled eggs
303.507507,"olive oil, chia seeds, greek yogurt, milk and berries"
98.230621,"broccoli, granola, olive oil, vinaigrette and mixed greens"
319.870972,"scrambled eggs, yam, chicken apple sausage and broccoli"
348.378113,"pepperoni pizza, chicken breast, pork, brown rice and broccoli"
386.134003,sausage and deprecated
93.029999,"pineapple, honeydew melons and cauliflower"
223.330002,tortilla and brussels sprouts
392.362,"sausage, roasted potatoes, berries and pineapple"
394.440033,"fish, olive oil, corn and sour cream"
233.935638,"chicken thighs, wheat berry and caesar salad"
521.433044,"almonds, pears and grapes"
326.780029,"beef, bell peppers and millet"
201.759506,"bacon, berries, sweet potato, pineapple and olive oil"
239.190002,"white rice, potatoes, grapes and cherry tomatoes"
537.113037,"pizza, cookies and cheese pizza"
295.559052,scrambled eggs and broccoli
415.627411,"cheese pizza, chicken thighs and fish"
112.340004,roasted potatoes and broccoli
307.28656,pork and white rice
151.149994,apple and brussels sprouts
405.703369,"wild rice, fish, caesar salad, olive oil and broccoli"
368.698364,"pork, quinoa, chicken breast, olive oil and green beans"
256.89563,pepperoni pizza and cauliflower
452.163513,"berries, cantaloupe, broccoli, sweet potato and granola"
768.554016,"olive oil, chicken, olives, parmesan cheese and black beans"
646.768066,"scrambled eggs, hash browns, olive oil and bacon"
183.169998,"scrambled eggs, bacon and cheese"
816.792053,almonds
239.656799,"chicken thighs, fish, olive oil, squash and cherry tomatoes"
73.0,"berries, pineapple, cantaloupe and raspberries"
162.687851,"olive oil, squash, arugula and walnuts"
113.130577,"fish, fried rice, country rice, caesar salad and olive oil"
295.369995,"scrambled eggs, sweet potato and broccoli"
591.265503,"salmon, avocado, beef and quinoa"
100.489189,"olive oil, cauliflower, arugula and walnuts"
298.76355,"scrambled eggs, roasted potatoes, granola, berries and cantaloupe"
84.283714,"fish, olive oil, squash and quinoa"
202.649231,"salmon, olive oil, figs, brussels sprouts and broccoli"
145.399994,"white rice, orange and brussels sprouts"
161.540009,cottage cheese and cantaloupe
468.202423,"steak, chicken thighs and olive oil"
444.121399,"quinoa, pork and caesar salad"
211.542679,"fish, country rice and olive oil"
295.537689,avocado and beef
98.382996,cheese pizza
124.815498,corn on the cob and olive oil
312.910004,"chicken, beef and brussels sprouts"
494.579987,"chicken, avocado, olives, mixed greens and broccoli"
348.57666,"beef, olive oil and broccoli"
548.655457,pork and fried rice
518.801147,"pizza, olive oil, fish, roasted potatoes and parsnips"
261.028381,"pepperoni pizza, olive oil, pineapple and cauliflower"
490.052887,"egg whites, yam, olive oil, sweet potato and cantaloupe"
467.613037,almonds and pears
229.589996,"bacon, cantaloupe and broccoli"
165.182281,"chia seeds, greek yogurt, milk, strawberries and watermelon"
417.129517,"quinoa, pork and brussels sprouts"
77.979889,"olive oil, green beans and eggplant"
368.292206,"chicken thighs, fish, olive oil and white beans"
436.946686,"eggs, bacon and olive oil"
118.43,"oatmeal, lemon and cauliflower"
127.808182,"carrot, olives, onions and cherry tomatoes"
566.311646,"roast chicken, steak and tatsoi"
286.809998,scrambled eggs and fruit salad
176.15863,"broccoli, olive oil, fish and brussels sprouts"
345.125885,"salmon, olive oil and brown rice"
183.389359,"quinoa, vinaigrette, cauliflower, olive oil and feta cheese"
747.747803,"cheese pizza, beef, fried rice, chicken and olive oil"
403.862,"ground turkey, corn on the cob, olive oil, kale and fish"
142.740997,roasted potatoes and turnips
324.142426,"chicken, cauliflower, olive oil, eggplant and squash"
268.266998,olive oil and chickpeas
124.32,brown rice
148.050003,"chicken, bell peppers and cauliflower"
445.577026,"cheese pizza, steak and chicken"
234.494431,"egg whites, chia seeds, blueberries, greek yogurt and milk"
236.347488,"fish, wild rice, olive oil and wheat berry"
267.213989,"olive oil, chickpeas and broccoli"
323.704224,cheese pizza and caesar salad
184.735962,"pepperoni pizza, broccoli and squash"
96.990005,wheat berry and caesar salad
755.432922,beef and pizza
279.550995,"yam, bacon and cantaloupe"
502.878784,"egg whites, sweet potato, olive oil and grapes"
248.286987,"grapes, apple and corn on the cob"
418.75946,"bacon, sausage, pineapple and sweet potato"
478.808777,"egg whites, sweet potato, olive oil and grapes"
582.809204,"chicken apple sausage, scrambled eggs and granola"
475.959991,hash browns
138.210007,"fish, avocado and potatoes"
280.3414,"couscous, fish, olive oil and corn"
421.686005,grilled chicken and mixed greens
161.449524,chicken thighs and brown rice
82.274002,bread
144.182281,"chia seeds, greek yogurt, milk and strawberries"
477.465118,chicken and olive oil
902.200012,"olive oil, chicken and goat cheese"
397.568329,steak and olive oil
500.218018,grilled chicken and carrot
149.649994,"apple, carrot, cauliflower and cherry tomatoes"
410.311737,"steak, carrot and wheat berry"
421.239746,"salmon, olive oil, tofu, kale and parmesan cheese"
334.460022,"scrambled eggs, bagels and cream cheese"
208.928787,"sweet potato, olive oil, grapes and watermelon"
125.135506,"bacon, yam and sweet potato"
297.979553,"chicken thighs, cheese and tortilla"
41.539997,bok choy and mushroom
537.809998,"scrambled eggs, roasted potatoes, bacon and pineapple"
234.040009,cottage cheese and berries
88.626671,"chicken, olive oil and carrot"
546.484497,"vegetable oil, chicken and flour"
95.610138,tofu and brussels sprouts
411.388397,"salmon, chicken, tomatoes, olive oil and kimchi"
62.19532,"granola, honeydew melons, cantaloupe, vinaigrette and mixed greens"
581.441956,"almonds, apple, brussels sprouts and carrot"
270.802002,"sausage, olives and orange"
357.932007,sausage and olives
64.405495,"white rice, chicken thighs and olive oil"
61.502373,"olive oil, caesar salad, arugula and walnuts"
361.765411,"ground turkey, cheese pizza and olive oil"
395.225983,"scrambled eggs, sausage and strawberries"
496.617004,"bacon, scrambled eggs, yam and honeydew melons"
274.335999,almonds and potatoes
170.290009,"ham, fish and brussels sprouts"
35.720001,onions and cherry tomatoes
77.586021,wheat berry and olive oil
84.419998,cheese
425.690033,"nuts, tofu and tomatoes"
106.782997,"yam, eggs, raspberries, strawberries and blackberries"
196.809998,"chicken, shrimp and cantaloupe"
185.180023,cheese pizza and olive oil
202.676971,tofu and olive oil
383.055969,"almonds, white rice and grapes"
263.402344,bacon and olive oil
115.349998,"tortilla, olives and broccoli"
821.510193,"pork, olive oil, chickpeas, corn on the cob and chicken"
316.725983,"chicken, couscous and caesar salad"
614.015503,"beef, roasted potatoes and cauliflower"
180.514832,beef and roasted potatoes
373.190979,"fish, olive oil, country rice and bulgur"
93.400002,"artichokes, lettuce and broccoli"
116.16552,wheat berry and olive oil
49.550003,olives and bell peppers
158.569992,"orange, ham and bell peppers"
347.594604,"corn on the cob, cheese pizza, olive oil and caesar salad"
380.320007,chicken and carrot
457.172119,"chicken, roasted potatoes and olive oil"
274.190002,"hash browns, sweet potato, egg whites and berries"
253.920013,nuts and bacon
485.26001,"almonds, bacon, potatoes and deprecated"
479.248993,"chicken, olives and parmesan cheese"
467.824677,pork and brown rice
245.280746,"olive oil, sausage, potatoes, pineapple and berries"
109.209991,"berries, orange and brussels sprouts"
101.240509,quinoa
88.229996,"olives, cauliflower and lemon"
320.963989,sausage and roasted potatoes
190.499496,"lentils, olive oil, chickpeas and green beans"
290.65802,"scrambled eggs, yam and berries"
461.585266,"cheese pizza, beef and chicken"
623.429932,"chicken breast, cheese pizza and tuna"
152.040009,scrambled eggs and egg whites
102.105309,"olive oil, broccoli and arugula"
189.850006,"sweet potato, bacon, pineapple and strawberries"
905.354492,"chicken, pork, pasta, pesto and olive oil"
71.586662,"tatsoi, turnips, kale, olive oil and pepper"
375.643982,"bacon, scrambled eggs, turkey bacon and berries"
251.519989,"scrambled eggs, apple and banana"
241.313019,"wild rice, olives and wheat berry"
406.68631,"egg whites, sweet potato, watermelon, olive oil and salsa"
210.282761,chicken and olive oil
562.269348,"salmon, olive oil, brown rice and pineapple"
99.169998,"shrimp, berries and cantaloupe"
206.872757,chicken and olive oil
659.906189,"cheese pizza, chicken, olive oil, chickpeas and caesar salad"
330.740997,pork and olive oil
345.657349,"fish, olive oil, wheat berry and white beans"
102.440002,egg whites and broccoli
250.165695,fried rice and olive oil
221.604736,"bacon, green beans and olive oil"
96.759995,apple and cantaloupe
228.690002,"sausage, tortilla and olives"
194.199005,"cheese pizza, tofu, pineapple and brussels sprouts"
117.089996,"scrambled eggs, orange and apple"
