total_calories,meal_title,pred_calories
432.125,"eggs, bacon and carrot",287.78801
89.10878,"olive oil, cauliflower, mixed greens and millet",287.78801
168.580002,scrambled eggs and cantaloupe,287.78801
235.820007,"chicken apple sausage, grapes, roasted potatoes, watermelon and strawberries",287.78801
291.633301,"chicken, olive oil, tofu, honeydew melons and fish",287.78801
767.469849,"pizza, walnuts, grilled chicken and olive oil",287.78801
320.100006,roasted potatoes and scrambled eggs,287.78801
58.741066,"olive oil, asparagus, arugula and walnuts",287.78801
550.009949,"chicken, tuna and olives",287.78801
49.230003,"onions, broccoli, squash, cucumbers and zucchini",287.78801
367.885284,"cheese pizza, beef, parmesan cheese, roasted potatoes and olives",287.78801
556.563965,"scrambled eggs, chicken apple sausage, berries and yam",287.78801
102.338257,"olive oil, walnuts and blue cheese",287.78801
65.480003,"avocado, kale and chard",287.78801
678.096008,asparagus,287.78801
36.809998,olives and cherry tomatoes,287.78801
404.963837,"cheese pizza, tofu and cauliflower",287.78801
360.182037,"steak, roasted potatoes, olive oil and broccoli",287.78801
530.596924,"salmon, beef, mayonnaise, olive oil and broccoli",287.78801
31.280001,cantaloupe,287.78801
520.864685,"cheese pizza, beef, chicken thighs and roasted potatoes",287.78801
582.370361,"salmon, avocado, beef and quinoa",287.78801
140.180008,"tortilla, ham and bell peppers",287.78801
582.0,"chicken breast, cheese pizza and tuna",287.78801
550.827515,"quinoa, pork, pizza and olive oil",287.78801
637.806702,"salmon, avocado, beef and quinoa",287.78801
197.121201,chicken and cheese pizza,287.78801
116.589996,"beef, bell peppers and carrot",287.78801
97.600792,"chicken, kale and parmesan cheese",287.78801
475.442017,"sausage, scrambled eggs and ham",287.78801
888.22998,"almonds, sausage and grapes",287.78801
69.200005,"cauliflower, onions, bell peppers and cherry tomatoes",287.78801
93.436127,"quinoa, pineapple and olive oil",287.78801
480.779968,chicken and olives,287.78801
342.388,"sausage, almonds and grapes",287.78801
454.046021,grilled chicken and olives,287.78801
510.05069,"pork, olive oil and quinoa",287.78801
45.019997,grapes and cereal,287.78801
83.449997,grapes and mandarin oranges,287.78801
171.980011,"potato chips, bacon and brussels sprouts",287.78801
143.540421,"pork, olive oil and brown rice",287.78801
432.267029,"salmon, chicken thighs, olive oil, cheese and tortilla",287.78801
74.564041,"olive oil, spinach (raw) and sun dried tomatoes",287.78801
539.63855,"corn on the cob, cheese pizza, chicken, olive oil and pork",287.78801
792.179993,chia seeds,287.78801
158.395508,"corn on the cob, tofu and olive oil",287.78801
444.01001,bacon and steak,287.78801
88.620003,"orange, corn and lemon",287.78801
220.200867,"beef, olive oil, walnuts and blue cheese",287.78801
548.106018,"steak, chicken thighs and broccoli",287.78801
184.080002,pizza and caesar salad,287.78801
163.423492,"chicken apple sausage, yam, sweet potato and blackberries",287.78801
212.034836,"beef, roasted potatoes and cauliflower",287.78801
321.590912,"cheese pizza, white rice, mushroom, brussels sprouts and squash",287.78801
333.635681,"fish, pork, country rice, olive oil and asparagus",287.78801
142.579987,bacon and strawberries,287.78801
173.432449,"sweet potato, olive oil and brussels sprouts",287.78801
226.744873,"egg whites, sweet potato, bacon and olive oil",287.78801
140.106995,cheese pizza and caesar salad,287.78801
272.315186,"ground turkey, corn on the cob, fish and olive oil",287.78801
716.47937,"tuna salad, fried rice and avocado",287.78801
552.490051,almonds,287.78801
51.919998,"berries, cantaloupe and watermelon",287.78801
61.390003,"noodles, bell peppers and carrot",287.78801
384.426239,"pizza, beef, olive oil and berries",287.78801
244.565094,"egg whites, yam, olive oil, sweet potato and cantaloupe",287.78801
191.507187,"chicken, olives, kale, parmesan cheese and kimchi",287.78801
170.399994,"scrambled eggs, corn and brussels sprouts",287.78801
104.299995,"olives, broccoli and cauliflower",287.78801
990.400024,"salmon, brownies, beef and pasta",287.78801
250.919998,cookies,287.78801
31.48,mixed greens and onions,287.78801
504.400024,chicken and goat cheese,287.78801
175.162018,"pears, grapes and broccoli",287.78801
131.804001,pizza and corn on the cob,287.78801
258.382751,"chicken, white rice and olive oil",287.78801
168.964127,"chicken, roasted potatoes and olive oil",287.78801
145.819992,"scrambled eggs, shrimp and cantaloupe",287.78801
418.152008,"pork, olive oil, broccoli and black beans",287.78801
557.884033,sausage and scrambled eggs,287.78801
173.87999,"banana, apple and orange",287.78801
291.190002,"pepperoni pizza, roasted potatoes, caesar salad and broccoli",287.78801
699.382019,"sausage, hash browns and egg whites",287.78801
432.244263,"bulgur, pork, olive oil, cauliflower and chicken breast",287.78801
317.785828,"cheese pizza, roasted potatoes and chicken thighs",287.78801
451.546997,"beef, olive oil and roasted potatoes",287.78801
260.530609,"bacon, broccoli, granola and olive oil",287.78801
279.899994,chicken and cauliflower,287.78801
570.884766,"scrambled eggs, bacon and green beans",287.78801
484.807251,"hash browns, scrambled eggs and brussels sprouts",287.78801
554.059021,"almonds, honeydew melons and brussels sprouts",287.78801
138.360001,"honeydew melons, brussels sprouts and broccoli",287.78801
100.570984,"olive oil, green beans, mixed greens and millet",287.78801
251.781372,"lentils, steak, olive oil and chickpeas",287.78801
540.89801,"sausage, bacon and almonds",287.78801
366.579254,"salmon, olive oil, broccoli, brown rice and brussels sprouts",287.78801
226.000137,"olive oil, bulgur, brussels sprouts, kale and parmesan cheese",287.78801
254.130997,"almonds, corn on the cob and cherry tomatoes",287.78801
149.125931,"olive oil, tofu, arugula and walnuts",287.78801
356.387299,"fish, roasted potatoes, olive oil and quinoa",287.78801
775.029236,"salmon, mayonnaise, olive oil, brussels sprouts and lentils",287.78801
443.199982,"chicken, artichokes, lettuce and broccoli",287.78801
290.692169,"cheese pizza, pineapple, squash, quinoa and olive oil",287.78801
359.408569,pepperoni pizza and roasted potatoes,287.78801
608.104553,"cheese pizza, beef, chicken, fried rice and caesar salad",287.78801
126.574638,"sweet potato, olive oil and broccoli",287.78801
278.261444,"couscous, fish, olive oil and corn",287.78801
380.679993,"quinoa, pork and cauliflower",287.78801
113.979996,"kiwi, tofu and cauliflower",287.78801
50.740002,brussels sprouts,287.78801
335.363983,sausage and roasted potatoes,287.78801
198.320007,scrambled eggs,287.78801
121.860001,"bean(seed), cauliflower and mushroom",287.78801
87.440002,"tortilla, brussels sprouts and broccoli",287.78801
369.359955,"cheese pizza, chicken, caesar salad, steak and pineapple",287.78801
428.59549,"egg whites, sweet potato, watermelon, grapes and olive oil",287.78801
604.323303,"ground turkey, corn on the cob and cheese pizza",287.78801
59.959999,"pineapple, orange and lemon",287.78801
40.848213,brussels sprouts and olive oil,287.78801
639.911865,"salmon, chicken, olive oil and brown rice",287.78801
197.377884,"olive oil, scrambled eggs, yam, pineapple and watermelon",287.78801
228.659988,egg whites and watermelon,287.78801
230.61496,"chicken, olive oil and arugula",287.78801
314.77124,"pizza, fish, olive oil, white rice and country rice",287.78801
371.862915,"bacon, sausage and pineapple",287.78801
291.940002,"nuts, potato chips and cantaloupe",287.78801
80.309998,"bell peppers, onions, carrot and cherry tomatoes",287.78801
132.080002,"bean(seed), kiwi and lemon",287.78801
157.699997,fried rice,287.78801
147.410431,"tofu, fish, carrot and olive oil",287.78801
640.137939,"grilled chicken, olive oil, carrot and bell peppers",287.78801
66.419998,"berries, pineapple, cantaloupe and watermelon",287.78801
219.813263,cheese pizza and olive oil,287.78801
263.816223,"white rice, chicken thighs, olive oil and brussels sprouts",287.78801
278.307007,"corn on the cob, apple, brussels sprouts and carrot",287.78801
128.259995,"oatmeal, berries and lemon",287.78801
220.774597,cheese pizza and chicken,287.78801
172.004013,"eggs, strawberries, carrot and garden salad",287.78801
220.425598,"turkey bacon, berries and olive oil",287.78801
591.435242,steak and olive oil,287.78801
265.507263,"salmon, tofu, brussels sprouts and brown rice",287.78801
402.984802,"bacon, scrambled eggs, olive oil, yam and sweet potato",287.78801
298.877594,"pork, olive oil and chicken breast",287.78801
208.746002,"sausage, strawberries and broccoli",287.78801
445.299988,"scrambled eggs, bagels, hash browns and cream cheese",287.78801
253.049988,"beef, white rice and broccoli",287.78801
374.54538,"cheese pizza, beef, parmesan cheese, roasted potatoes and olives",287.78801
479.757751,"tempeh, olive oil and chickpeas",287.78801
263.125488,"chicken, olive oil and brown rice",287.78801
53.5,mandarin oranges and strawberries,287.78801
330.456177,"cheese pizza, beef, parmesan cheese, roasted potatoes and olives",287.78801
452.588013,"sausage, berries and broccoli",287.78801
336.945984,"turkey bacon, roasted potatoes and honeydew melons",287.78801
163.716354,"pears, garden salad and carrot",287.78801
739.376465,"pork, fish, olive oil and country rice",287.78801
269.530029,"scrambled eggs, potato chips and cauliflower",287.78801
190.807861,egg whites and olive oil,287.78801
296.926727,eggs and olive oil,287.78801
308.372284,"chia seeds, sweet potato, egg whites, berries and greek yogurt",287.78801
236.805176,"olive oil, fish, brussels sprouts, arugula and walnuts",287.78801
390.254456,"bulgur, tofu, olive oil, carrot and broccoli",287.78801
848.655762,"chicken thighs, cheese, salmon and tortilla",287.78801
290.348022,pizza,287.78801
481.503418,"waffles, sausage, tofu and egg whites",287.78801
252.792709,"pork, broccoli and white rice",287.78801
98.490021,"carrot, cauliflower and olive oil",287.78801
457.578918,"pizza, olive oil, corn on the cob and fish",287.78801
529.483459,"pork, white rice, corn on the cob, fish and olive oil",287.78801
37.094574,"olive oil, arugula, walnuts and spinach (raw)",287.78801
319.233582,"pizza, fish, olive oil and quinoa",287.78801
112.660004,"scrambled eggs, pineapple, watermelon and honeydew melons",287.78801
57.924408,"eggplant, squash and olive oil",287.78801
492.683044,"fish, olive oil, quinoa, country rice and bulgur",287.78801
401.494019,"scrambled eggs, sausage and berries",287.78801
577.184631,"pork, chicken, caesar salad and sugar",287.78801
728.810608,"chicken, roasted potatoes and fish",287.78801
103.048294,"sweet potato, cantaloupe and olive oil",287.78801
218.110001,"apple, potatoes and bell peppers",287.78801
265.871002,"scrambled eggs, yam and strawberries",287.78801
229.710007,pasta salad,287.78801
293.797668,"egg whites, turkey bacon, yam, olive oil and sweet potato",287.78801
362.641998,grilled chicken and olives,287.78801
107.856659,"fish, caesar salad, olive oil, white rice and ketchup",287.78801
308.891754,"cheese pizza, roasted potatoes, chicken, tofu and olive oil",287.78801
403.786346,"chicken breast, white rice and broccoli",287.78801
398.063995,"bacon, scrambled eggs and garden salad",287.78801
94.527,grapefruit juice,287.78801
435.97464,"egg whites, sweet potato, olive oil and broccoli",287.78801
280.443024,"chicken, pork and olive oil",287.78801
206.369995,"bacon, sweet potato and strawberries",287.78801
500.114899,"scrambled eggs, bacon, olive oil and berries",287.78801
342.850006,chicken,287.78801
245.385895,"fish, olive oil, lentils, cauliflower and squash",287.78801
607.267273,"sausage, scrambled eggs, roasted potatoes and olive oil",287.78801
68.729996,"apple, cantaloupe and orange",287.78801
137.569992,chicken apple sausage and roasted potatoes,287.78801
48.800003,grapes and cantaloupe,287.78801
499.745972,"turkey bacon, scrambled eggs and roasted potatoes",287.78801
530.393372,"tuna salad, avocado and carrot",287.78801
228.459991,roasted potatoes and cauliflower,287.78801
357.809998,"scrambled eggs, bacon and berries",287.78801
135.752014,tortilla and corn,287.78801
796.922119,"vegetable oil, chicken, bacon, olive oil and flour",287.78801
153.099411,"olive oil, pineapple, rice noodles and spinach (raw)",287.78801
718.957397,pizza and olive oil,287.78801
909.629578,"salmon, chicken, chicken salad and olive oil",287.78801
48.959999,oatmeal,287.78801
364.234009,"chicken breast, fish, carrot, olive oil and olives",287.78801
40.02,noodles,287.78801
154.358154,"wheat berry, carrot and olive oil",287.78801
195.199997,chicken apple sausage,287.78801
542.496338,"cheese pizza, beef, white rice and pineapple",287.78801
557.87146,"beef, pizza and olive oil",287.78801
129.120743,"olive oil, broccoli, spinach (raw) and sun dried tomatoes",287.78801
292.040009,"hash browns, sweet potato, egg whites, berries and broccoli",287.78801
544.310486,"beef, olive oil, figs and arugula",287.78801
511.673645,"pork, olive oil, rice noodles and sugar",287.78801
242.5,bagels,287.78801
98.0,bean(seed),287.78801
203.66246,"olive oil, chickpeas and arugula",287.78801
114.217117,"sweet potato, egg whites and brussels sprouts",287.78801
491.235168,"pork, pepperoni pizza and caesar salad",287.78801
538.709778,"walnuts, grilled chicken and olive oil",287.78801
798.913696,"vegetable oil, chicken, bacon and flour",287.78801
135.37854,"sweet potato, chicken apple sausage and olive oil",287.78801
313.761383,"chicken, olive oil, broccoli and fish",287.78801
327.810303,"salmon, mayonnaise, olive oil and lentils",287.78801
229.490005,"bacon, roasted potatoes, berries and watermelon",287.78801
216.540009,cottage cheese and pineapple,287.78801
334.130554,"steak, asparagus and wheat berry",287.78801
919.097168,"pork, sugar, caesar salad and white rice",287.78801
479.689514,pizza and chicken,287.78801
92.339996,lentils,287.78801
30.25,cauliflower,287.78801
231.959991,"chicken apple sausage, egg whites, sweet potato and olive oil",287.78801
234.606583,"egg whites, sweet potato, berries and olive oil",287.78801
122.933998,"oatmeal, lemon and asparagus",287.78801
700.530396,steak and chicken,287.78801
334.800018,bagels and cream cheese,287.78801
247.482193,"olive oil, roasted potatoes, green beans, arugula and pecans",287.78801
300.077911,"salmon, olive oil and brown rice",287.78801
360.832489,pizza and olive oil,287.78801
99.278,kiwi and tofu,287.78801
269.565094,"egg whites, yam, olive oil, sweet potato and pineapple",287.78801
302.431702,scrambled eggs and bacon,287.78801
189.292007,"pears, grapes and mandarin oranges",287.78801
302.425995,"almonds, potatoes and mandarin oranges",287.78801
31.990978,eggplant and olive oil,287.78801
356.629974,"chicken, avocado, olives, tomatoes and broccoli",287.78801
82.379997,"noodles, cauliflower and mushroom",287.78801
131.250626,"olive oil, berries and pineapple",287.78801
282.539978,"roasted potatoes, pineapple, egg whites and berries",287.78801
156.169998,"chicken, cheese and lemon",287.78801
190.950912,"roasted potatoes, kale and parmesan cheese",287.78801
674.73053,"beef, olive oil and chickpeas",287.78801
109.061714,"berries, pineapple, broccoli and olive oil",287.78801
346.819672,"scrambled eggs, granola, brussels sprouts and vinaigrette",287.78801
249.919525,"scrambled eggs, yam, olive oil and sweet potato",287.78801
127.493019,"olive oil, bulgur, kale and mustard greens",287.78801
203.281494,"chicken, pasta, pesto, wheat berry and caesar salad",287.78801
222.152008,"pears, potatoes, mandarin oranges and strawberries",287.78801
543.92334,"steak, olive oil, carrot and broccoli",287.78801
751.383057,"olive oil, chicken, olives, parmesan cheese and avocado",287.78801
68.944,banana with peel,287.78801
48.860001,"bell peppers, carrot and cherry tomatoes",287.78801
91.26532,"berries, granola, honeydew melons, cantaloupe and vinaigrette",287.78801
386.199768,"salmon, olive oil, kale, parmesan cheese and brown rice",287.78801
408.523132,pizza and fish,287.78801
199.589996,"avocado, ham and brussels sprouts",287.78801
605.871704,"cheese pizza, chicken, roasted potatoes and caesar salad",287.78801
406.473999,"chicken, olives, parmesan cheese and broccoli",287.78801
369.527283,"fish, roasted potatoes, olive oil and quinoa",287.78801
92.058571,"olive oil, honeydew melons, asparagus and spinach (raw)",287.78801
127.826668,"chicken, couscous, olive oil and carrot",287.78801
465.47464,"chicken breast, pepperoni pizza and brown rice",287.78801
157.99173,"tofu, honeydew melons, olive oil, fish and mushroom",287.78801
358.001984,"chicken thighs, cheese, tortilla, caesar salad and olive oil",287.78801
265.072388,"cheese pizza, roasted potatoes, pork and caesar salad",287.78801
256.865997,sausage and egg whites,287.78801
44.347641,chicken and white rice,287.78801
307.868378,"white rice, salmon, beef, olive oil and pasta",287.78801
58.5,berries and watermelon,287.78801
430.269989,"chicken, olives, bell peppers and carrot",287.78801
645.762329,"scrambled eggs, bacon, chicken apple sausage and olive oil",287.78801
321.025208,"beef, cauliflower and tofu",287.78801
770.448853,"steak, olive oil, walnuts and blue cheese",287.78801
175.259506,"bacon, berries, sweet potato and olive oil",287.78801
122.274002,"wild rice, olive oil, green beans and mixed greens",287.78801
511.373352,"steak, olive oil and carrot",287.78801
228.899994,"corn on the cob, apple, cherry tomatoes and cauliflower",287.78801
111.319603,"couscous, turnips, broccoli and olive oil",287.78801
174.425323,"succotash, berries, granola, honeydew melons and cantaloupe",287.78801
300.100006,bagels and apple,287.78801
372.112732,"beef, quinoa, olive oil and brown rice",287.78801
41.279999,corn,287.78801
330.527924,"salmon, olive oil, broccoli and brown rice",287.78801
445.798035,"bread, cheese and ham",287.78801
342.213593,"pork, sugar and white rice",287.78801
774.291992,"olive oil, chicken, olives, parmesan cheese and black beans",287.78801
380.799988,"egg whites, berries, grapes, pineapple and honeydew melons",287.78801
68.545609,"berries, olive oil and bok choy",287.78801
115.450005,berries and banana,287.78801
388.406616,"cheese pizza, chicken, beef, roasted potatoes and olive oil",287.78801
61.883999,"fish, caesar salad and eggplant",287.78801
214.544357,"beef, kale, green beans, olive oil and chard",287.78801
116.116005,pears,287.78801
411.686035,"cottage cheese, egg whites, yam, pineapple and olive oil",287.78801
61.920002,"brussels sprouts, bell peppers and mushroom",287.78801
436.406616,"cheese pizza, chicken, beef, pineapple and roasted potatoes",287.78801
90.271996,cod and mixed greens,287.78801
296.240448,"beef, caesar salad and white rice",287.78801
636.131958,"chilaquiles, roasted potatoes and turkey bacon",287.78801
39.93,berries and cantaloupe,287.78801
208.098145,"roasted potatoes, brussels sprouts, turnips and olive oil",287.78801
170.615997,"lentils, olive oil and chickpeas",287.78801
190.009995,"grapes, apple and cantaloupe",287.78801
128.928864,"granola, watermelon, vinaigrette, berries and mixed greens",287.78801
149.559998,"apple, noodles and cauliflower",287.78801
138.336395,greek salad and olive oil,287.78801
907.119995,steak and chicken,287.78801
365.76358,"pizza, fish, roasted potatoes and olive oil",287.78801
96.62999,"apple, carrot and cherry tomatoes",287.78801
507.481995,"sausage, potato chips and berries",287.78801
459.663025,"chicken, olives, parmesan cheese, avocado and broccoli",287.78801
705.734741,"sausage, eggs, bacon and olive oil",287.78801
166.137466,"fish, olive oil and wheat berry",287.78801
187.053268,"cheese pizza, squash and olive oil",287.78801
211.430008,"scrambled eggs, oatmeal and berries",287.78801
474.832947,pork and olive oil,287.78801
503.60022,"country rice, fish and olive oil",287.78801
156.049011,"apple, cantaloupe, carrot and corn on the cob",287.78801
118.031128,"chicken breast, parmesan cheese, kale and squash",287.78801
84.662781,"fish, mushroom, olive oil and wheat berry",287.78801
244.986359,"corn on the cob, fish, olive oil and wheat berry",287.78801
118.559998,tortilla and fish,287.78801
627.65625,"pizza, salmon and olive oil",287.78801
603.858704,"pizza, chicken and country rice",287.78801
363.658203,"scrambled eggs, berries, olive oil, yam and sweet potato",287.78801
648.180298,"fried rice, chicken, olive oil and fish",287.78801
271.641266,"cheese pizza, chicken thighs and olive oil",287.78801
182.169998,chicken and pineapple,287.78801
108.409973,"tofu, honeydew melons, fish, cherry tomatoes and country rice",287.78801
786.212585,"salmon, olive oil and brown rice",287.78801
74.75,olives,287.78801
416.196686,"chicken thighs, olive oil, broccoli and bulgur",287.78801
601.348572,"cheese pizza, chicken breast and olive oil",287.78801
194.141998,yogurt and berries,287.78801
661.441162,"pork, white rice, potatoes, croutons and olive oil",287.78801
109.659996,"olives, bell peppers and carrot",287.78801
220.253998,"corn on the cob, apple, white rice and cauliflower",287.78801
144.0,avocado,287.78801
528.042908,"fish, cheese pizza, cookies, olive oil and white beans",287.78801
301.606934,"bacon, yam and olive oil",287.78801
643.618408,"scrambled eggs, bacon, olive oil and broccoli",287.78801
487.873688,"bacon, sausage and turkey bacon",287.78801
552.346069,beef and olive oil,287.78801
146.979996,"grapes, pineapple, strawberries and watermelon",287.78801
39.600002,honeydew melons and cherry tomatoes,287.78801
324.978424,"chicken thighs, olive oil and pineapple",287.78801
544.311523,"cheese pizza, fried rice and olive oil",287.78801
310.31958,"fried rice, olive oil and green beans",287.78801
518.591736,"walnuts, grilled chicken and olive oil",287.78801
417.185303,"cheese pizza, pasta, olive oil, broccoli and pesto",287.78801
139.970001,roasted potatoes and caesar salad,287.78801
406.821747,"beef, caesar salad and cheese pizza",287.78801
179.630005,frozen yogurt,287.78801
556.494568,"olive oil, fish, wheat berry, white rice and ketchup",287.78801
384.175995,"bagels, cream cheese and mozzarella cheese",287.78801
357.669189,"scrambled eggs, roasted potatoes, country rice and bacon",287.78801
260.679993,"berries, grapes, pineapple and honeydew melons",287.78801
908.60498,"chicken, vinaigrette and olives",287.78801
393.700012,"beef, white rice and fish",287.78801
117.318321,"brown rice, olive oil and mixed greens",287.78801
280.281769,"olive oil, figs and arugula",287.78801
525.419983,steak and mixed greens,287.78801
213.994171,"roasted potatoes, olive oil, arugula and pecans",287.78801
543.117004,"chicken, parmesan cheese, olives and bell peppers",287.78801
375.127289,"fish, roasted potatoes, olive oil and quinoa",287.78801
99.962006,"olive oil, broccoli and mixed greens",287.78801
361.81897,"cheese pizza, carrot, kale and parmesan cheese",287.78801
67.844879,"olive oil, figs and mustard greens",287.78801
345.84198,grilled chicken and olives,287.78801
616.474976,"chicken, feta cheese, olives and caesar dressing",287.78801
273.385437,"white rice, couscous and carrot",287.78801
198.970978,"pork, green beans and olive oil",287.78801
469.609009,waffles and egg whites,287.78801
197.301407,"chicken breast, quinoa, pineapple and olive oil",287.78801
440.867065,"pepperoni pizza, chicken thighs, roasted potatoes and caesar salad",287.78801
427.446991,"salmon, beef, pasta, pineapple and honeydew melons",287.78801
77.75,"ham, pineapple and mixed greens",287.78801
206.938995,"almonds, mandarin oranges and broccoli",287.78801
341.419983,"tuna, bell peppers and onions",287.78801
163.649994,"bacon, shrimp and cauliflower",287.78801
101.702484,"chicken breast, olive oil and parmesan cheese",287.78801
113.672775,"olive oil, berries, spinach (raw) and almonds",287.78801
307.264221,beef and chicken,287.78801
340.108368,"salmon, chicken, olive oil, kimchi and brown rice",287.78801
345.14212,"roasted potatoes, quinoa and olive oil",287.78801
349.449951,"pork, honeydew melons and olive oil",287.78801
94.629997,"potatoes, broccoli and tomatoes",287.78801
882.837463,"pepperoni pizza, steak and brownies",287.78801
402.117035,"egg whites, sweet potato, cantaloupe and pineapple",287.78801
302.820007,"scrambled eggs, oatmeal and potatoes",287.78801
434.877106,"pork, squash, olive oil and mayonnaise",287.78801
625.236877,"chicken, olive oil and olives",287.78801
587.87616,"sausage, scrambled eggs, roasted potatoes and olive oil",287.78801
190.057999,"chicken breast, squash and parmesan cheese",287.78801
562.043274,beef and roasted potatoes,287.78801
450.764099,"cheese pizza, beef and quinoa",287.78801
504.417786,"beef, cheese pizza, olive oil, walnuts and broccoli",287.78801
119.269997,chicken apple sausage and grapes,287.78801
186.485947,"chicken apple sausage, yam, olive oil, raspberries and sweet potato",287.78801
149.804916,"olive oil, berries and broccoli",287.78801
311.986237,"pork, olive oil, fish and sugar",287.78801
494.797546,"chicken, roasted potatoes, olives and vinaigrette",287.78801
261.076172,"cheese pizza, beef and parmesan cheese",287.78801
164.083557,"roasted potatoes, granola, berries, cantaloupe and vinaigrette",287.78801
396.799988,"hash browns, scrambled eggs and pineapple",287.78801
123.020004,potato chips and kiwi,287.78801
521.709961,"chicken, olives and avocado",287.78801
270.70752,"cheese pizza, chicken thighs and carrot",287.78801
63.579998,"grapes, white rice and cherry tomatoes",287.78801
137.319992,egg whites and cantaloupe,287.78801
111.020004,pizza and broccoli,287.78801
435.902863,"fish, cheese pizza, olive oil and white beans",287.78801
232.553268,"cheese pizza, pineapple, squash and olive oil",287.78801
76.48999,"white rice, tofu and lemon",287.78801
443.77182,"cheese pizza, corn on the cob, pasta, pesto and caesar salad",287.78801
330.152985,"eggs, yam and strawberries",287.78801
686.97113,"salmon, brownies and brown rice",287.78801
51.988998,corn on the cob,287.78801
557.728821,"almonds, bacon and granola",287.78801
196.180008,"fish, tortilla and bell peppers",287.78801
386.369995,"scrambled eggs, bacon, roasted potatoes and berries",287.78801
134.01001,"sweet potato, egg whites and berries",287.78801
313.079987,"bacon, honeydew melons, watermelon and pineapple",287.78801
190.139999,bacon and oatmeal,287.78801
348.272644,"chicken thighs, cheese pizza, wheat berry and caesar salad",287.78801
75.800003,"olives, bell peppers and onions",287.78801
64.216751,"green beans, bok choy and olive oil",287.78801
208.970001,"chicken salad, chickpeas, artichokes and olives",287.78801
463.246582,cheese pizza and chicken thighs,287.78801
105.23999,"apple, cauliflower and carrot",287.78801
307.040009,nuts and potato chips,287.78801
455.506744,"cheese pizza, tofu and olive oil",287.78801
454.274597,"egg whites, scrambled eggs, sweet potato, watermelon and olive oil",287.78801
638.714844,scrambled eggs and bacon,287.78801
504.847656,"steak, olive oil and broccoli",287.78801
124.5,"tortilla, broccoli and carrot",287.78801
105.605652,"fish, fried rice, country rice, caesar salad and olive oil",287.78801
517.644226,"pork, olive oil, corn on the cob, chicken and sugar",287.78801
355.25,"eggs, bacon, raspberries and broccoli",287.78801
